q1_current,q2_current,q3_current,q4_current,q5_current,q6_current,q7_current,x_desired,y_desired,z_desired,roll,pitch,yaw,q1_desired,q2_desired,q3_desired,q4_desired,q5_desired,q6_desired,q7_desired
2.9637275003721384,-1.6903116238555291,0.0,1.2713812909846889,0.29673348872897337,-1.068280357151278,0.6043599906950128,-0.5959668180785429,0.1332349879763629,-0.3339936740732117,2.8310832406798645,-0.15779661003644696,2.308593891954136,2.9602337629002196,-1.725952519368221,0.0002850623641065275,1.297201399513693,0.38328585293534334,-1.1027076293087177,0.5082348287452951
0.708512784282343,-1.2230092135543074,1.1515904827000114,-0.20836460719389904,2.6367661066777277,-0.8298507395476564,2.1456078960467444,0.5822354189909806,0.13096064157104845,-0.14779212306415868,-2.349745023861404,0.65058368014863,1.5086689981285897,0.8077634078349568,-1.2293031652487718,1.0712109999926136,-0.1403255053513475,2.611739420335556,-0.7791063804980523,2.096149666581096
1.288230262415739,-1.887499787122561,2.541246751795009,1.3089101855321366,2.9439189796535508,-2.282708306264389,2.870306672064111,0.17800088826836505,0.4703790726941458,-0.2571942074056172,-0.3420619831460575,-0.6235969381296049,2.010732719400143,1.3702677297728185,-1.882964954510812,2.465319279563236,1.2616898041077962,2.904614877760243,-2.2094107228014455,2.8744476848310363
1.7215636512916985,-1.1886349404735426,1.3319759706903658,0.780743572040026,0.571957934432232,-1.2445183442930237,2.3712519484034997,0.2606240900027104,0.24260772061461788,-0.48184399147483453,-2.2206023325924855,-0.3635283240495224,-2.322911986388802,1.7132460966419143,-1.1006423486469976,1.3559887646320736,0.8279399854361527,0.549133785375226,-1.159024758846627,2.2796733949585284
2.6735640824579,1.9199,0.860069450762724,0.7201574539773689,0.20200842389212503,-1.3033860790928966,2.1370763777580075,0.5576100242241581,0.005484455403956806,0.7474055782393014,0.5645719001815162,0.06879050686155264,2.6018570972669988,2.692202198605223,1.8567612871737202,0.8321216234596875,0.7376694903053065,0.19993634814711295,-1.3394479035418325,2.1766444763292747
1.7649667532533706,1.8737566384969742,1.3384841322137533,2.219833816231786,1.9488573288536775,-2.467995849708538,2.6639913375318964,-0.27956480569012077,-0.26243347155809765,0.6731685489397385,-0.549489434711763,1.388263865542417,-0.06947600425296249,1.6799326609053524,1.8900733252937882,1.2485271904965685,2.265164421432435,2.047200322375951,-2.440315940258447,2.5665103645188165
1.1378051098322686,-0.6396507366326754,1.2167263778463597,3.3624810000392773,0.35196380850132525,-0.3948343680235487,3.1397086861676966,-0.28374386755957565,0.3980582712130525,0.0394603917810764,-0.6476263874649382,0.43462940350045454,0.10519150064831656,1.1559931620239743,-0.6656200590599257,1.2155834164578925,3.412417769420301,0.3879001133005508,-0.3530796383645347,3.0804629140771893
0.5813131863953955,-1.74884401822109,1.908457804284262,3.372438141783755,0.3861172025462544,-1.8275099417308707,1.5751871744365473,0.22134723890191182,0.6232155806819412,0.2917409698485132,1.6445830639738999,0.2338224289623967,-2.563918243928181,0.6279245708976674,-1.7959805413867018,1.895748190608535,3.400906264730623,0.29079874999093863,-1.9049064915297624,1.6357044321820209
1.2236494203119206,0.11372050589072094,0.5045609233599115,-0.1378958505022241,1.1628416998890798,-1.5200479946735657,0.1579418488094183,0.1423091260812142,-0.24351695538670803,-0.6342044123755914,1.4632327788965191,-0.16884913613142238,1.2088314885706761,1.1669708728017265,0.1327481284283405,0.4951149146724948,-0.1334196738257148,1.1858699132749724,-1.529880229646383,0.18071578338431077
1.763175223434349,0.14630900768638996,2.410606520393061,0.43656707633153913,1.5351282007498954,-2.718115292523172,1.8744799532743572,0.30872351834222045,-0.32351945147226213,0.0044709946643942435,0.9191732737587381,0.6493489963781451,2.9647165958775092,1.6711808846687086,0.15557884250951415,2.4691446748452885,0.46077488436303266,1.5580184860610513,-2.633551462284971,1.8442459650047847
